GEOID,medrnt12,medrnt12_moe
060374328012,842.7,44.52
060374328021,1003.82,34.980000000000004
060374328022,1021.84,60.42
060374328023,1230.66,83.74000000000001
060374329011,1302.74,210.94
060374329012,1418.28,128.26000000000002
060374329013,1274.1200000000001,172.78
060374329021,1203.1000000000001,478.06
060374329022,1182.96,162.18
060374329023,1049.4,841.64
060374331011,677.34,387.96000000000004
060374331012,1457.5,1184.02
060374331021,1099.22,103.88000000000001
060374331022,1265.64,90.10000000000001
060374332001,886.1600000000001,42.400000000000006
060374332002,911.6,177.02
060374332003,1172.3600000000001,220.48000000000002
060374332004,1146.92,154.76000000000002
060374333021,1047.28,56.18
060374333041,1126.78,299.98
060374333042,960.36,96.46000000000001
060374333051,1129.96,91.16000000000001
060374333052,1030.3200000000002,232.14000000000001
060374333061,1396.02,209.88000000000002
060374333062,1329.24,556.5
060374333063,1153.28,107.06
060374333071,1120.42,371
060374333072,1216.88,106
060374333073,1352.5600000000002,182.32000000000002
060374334011,1301.68,82.68
060374334012,1394.96,729.2800000000001
060374334021,1008.0600000000001,102.82000000000001
060374334022,1035.6200000000001,84.80000000000001
060374334031,1085.44,98.58
060374334032,1127.8400000000001,160.06
060374334033,859.6600000000001,85.86
060374335011,876.62,120.84
060374335031,1464.92,100.7
060374335032,1121.48,506.68
060374335041,1133.14,57.24
060374335042,1034.56,135.68
060374335043,1222.18,189.74
060374336011,1524.28,542.72
060374336012,1153.28,124.02000000000001
060374336021,908.4200000000001,220.48000000000002
060374337001,1298.5,413.40000000000003
060374337002,1834.8600000000001,80.56
060374337003,861.7800000000001,299.98
060374338011,1172.3600000000001,78.44
060374338012,1221.1200000000001,305.28000000000003
060374338013,954,530
060374338014,1028.2,100.7
060374338021,1457.5,215.18
060374338022,1232.78,234.26000000000002
060374339011,1107.7,85.86
060374339012,1022.9000000000001,89.04
060374339013,1096.04,124.02000000000001
060374339021,1224.3,202.46
060374339022,981.5600000000001,102.82000000000001
060374339023,877.6800000000001,253.34
060374340011,1499.9,528.94
060374340012,1438.42,319.06
060374340031,1036.68,278.78000000000003
060374340032,1033.5,450.5
060374340033,1134.2,239.56
060374340041,1416.16,252.28
060374340042,1317.5800000000002,213.06
060374600001,NA,NA
060374600002,1929.2,208.82000000000002
060374600003,2121.06,NA
060374600004,1780.8000000000002,829.98
060374601001,NA,NA
060374601002,1382.24,238.5
060374601003,1457.5,248.04000000000002
060374601004,1206.28,719.74
060374601005,1677.98,775.9200000000001
060374602001,2121.06,NA
060374602002,1555.02,1349.38
060374602003,2121.06,NA
060374602004,1416.16,134.62
060374602005,1316.52,806.6600000000001
060374603011,2121.06,NA
060374603012,NA,NA
060374603013,1845.46,1014.4200000000001
060374603014,1229.6000000000001,288.32
060374603021,2003.4,371
060374603022,1521.1000000000001,480.18
060374603023,1431,381.6
060374603024,1810.48,171.72
060374604011,1781.8600000000001,373.12
060374604012,NA,NA
060374605011,2121.06,NA
060374605012,NA,NA
060374605013,2121.06,NA
060374605021,2121.06,NA
060374605022,NA,NA
060374605023,916.9000000000001,1499.9
060374605024,NA,NA
060374605025,NA,NA
060374605026,2121.06,NA
060374606001,NA,NA
060374606002,2121.06,NA
060374606003,2121.06,NA
060374606004,1864.5400000000002,739.88
060374607001,NA,NA
060374607002,NA,NA
060374607003,2121.06,NA
060374607004,1590,329.66
060374607005,2121.06,NA
060374608001,2121.06,NA
060374608002,NA,NA
060374609001,1386.48,150.52
060374609002,1164.94,185.5
060374609003,2121.06,NA
060374609004,2121.06,NA
060374609005,1604.8400000000001,978.38
060374610001,1433.1200000000001,554.38
060374610002,1449.02,210.94
060374610003,1365.28,189.74
060374610004,1614.38,416.58000000000004
060374611001,1110.88,717.62
060374611002,1216.88,256.52000000000004
060374611003,1129.96,603.14
060374611004,1488.24,316.94
060374612001,2121.06,NA
060374612002,2025.66,631.76
060374612003,2121.06,NA
060374612004,1114.06,379.48
060374613001,2120,496.08000000000004
060374613002,1394.96,416.58000000000004
060374613003,2039.44,344.5
060374613004,1209.46,307.40000000000003
060374613005,1248.68,240.62
060374614001,1387.54,224.72
060374614002,1462.8000000000002,223.66000000000003
060374614003,1158.5800000000002,200.34
060374615011,1146.92,488.66
060374615012,1168.1200000000001,177.02
060374615013,1583.64,387.96000000000004
060374615021,1930.26,753.6600000000001
060374615022,1379.0600000000002,179.14000000000001
060374615023,1197.8,42.400000000000006
060374615024,1698.1200000000001,150.52
060374616001,573.46,97.52000000000001
060374616002,1887.8600000000001,560.74
060374616003,1311.22,276.66
060374616004,1241.26,457.92
060374617001,NA,NA
060374617002,1930.26,331.78000000000003
060374619011,1300.6200000000001,83.74000000000001
060374619012,1099.22,303.16
060374619013,1147.98,226.84
060374619021,787.58,181.26000000000002
060374619022,1906.94,151.58
060374620011,1480.8200000000002,166.42000000000002
060374620012,1174.48,134.62
060374620021,1089.68,136.74
060374620022,910.5400000000001,206.70000000000002
060374620023,821.5,405.98
060374621001,1321.8200000000002,742
060374621002,1070.6000000000001,115.54
060374621003,1186.14,259.7
060374622011,1357.8600000000001,129.32
060374622012,768.5,215.18
060374622013,1224.3,97.52000000000001
060374622021,1920.72,137.8
060374622022,1594.24,294.68
060374623011,1434.18,125.08000000000001
060374623012,1445.8400000000001,77.38000000000001
060374623013,1126.78,146.28
060374623014,1328.18,153.70000000000002
060374623021,1777.6200000000001,131.44
060374623022,1212.64,98.58
060374623023,1720.38,346.62
060374624001,1405.5600000000002,694.3000000000001
060374624002,1128.9,355.1
060374624003,1026.0800000000002,504.56
060374624004,973.08,147.34
060374625001,1418.28,39.22
060374625002,2121.06,NA
060374625003,1587.88,309.52000000000004
060374625004,1479.76,536.36
060374626001,1516.8600000000001,240.62
060374626002,1705.5400000000002,332.84000000000003
060374627001,1777.6200000000001,175.96
060374627002,1210.52,144.16
060374627003,1279.42,418.70000000000005
060374627004,1180.8400000000001,175.96
060374627005,1457.5,315.88
060374628001,1894.22,89.04
060374628002,1261.4,97.52000000000001
060374629001,1371.64,307.40000000000003
060374629002,NA,NA
060374629003,1371.64,612.6800000000001
060374630001,NA,NA
060374630002,1992.8000000000002,502.44
060374631011,NA,NA
060374631012,1214.76,96.46000000000001
060374631021,957.1800000000001,1009.12
060374631022,1955.7,399.62
060374631023,1697.0600000000002,837.4000000000001
060374632001,1135.26,425.06
060374632002,1527.46,240.62
060374632003,1230.66,109.18
060374633001,1318.64,183.38
060374633002,1571.98,873.44
060374634001,1308.04,206.70000000000002
060374634002,1467.04,180.20000000000002
060374634003,2121.06,NA
060374634004,1496.72,67.84
060374635001,1404.5,243.8
060374635002,1779.74,809.84
060374635003,1530.64,69.96000000000001
060374636011,1620.74,178.08
060374636012,1698.1200000000001,585.12
060374636013,1431,191.86
060374636014,1741.5800000000002,216.24
060374636021,1444.78,301.04
060374636022,1807.3000000000002,153.70000000000002
060374636023,1230.66,203.52
060374636024,1921.7800000000002,92.22
060374637001,2121.06,NA
060374637002,2060.6400000000003,325.42
060374638001,NA,NA
060374638002,1325,974.1400000000001
060374638003,2121.06,NA
060374638004,2121.06,NA
060374639001,1788.22,187.62
060374639002,1356.8000000000002,156.88
060374639003,2121.06,NA
060374640001,1408.74,151.58
060374640002,1427.8200000000002,503.5
060374640003,1614.38,292.56
060374640004,1672.68,295.74
060374640005,1644.0600000000002,216.24
060374641001,1941.92,397.5
060374641002,2121.06,NA
060374641003,NA,NA
060374641004,NA,NA
060374641005,NA,NA
060374641006,2121.06,NA
060374641007,NA,NA
060374642001,2121.06,NA
060374642002,2121.06,NA
060374642003,2121.06,NA
060374642004,837.4000000000001,1513.68
060374642005,NA,NA
060374642006,2121.06,NA
060374800021,2121.06,NA
060374800022,2121.06,NA
060374800023,2121.06,NA
060374800111,1203.1000000000001,115.54
060374800112,1352.5600000000002,124.02000000000001
060374800121,1176.6000000000001,48.760000000000005
060374800122,1229.6000000000001,306.34000000000003
060374800123,1214.76,501.38000000000005
060374800124,1370.5800000000002,174.9
060374801011,1724.6200000000001,166.42000000000002
060374801012,1474.46,537.4200000000001
060374801013,1583.64,345.56
060374801021,NA,NA
060374801022,1168.1200000000001,118.72
060374801023,1699.18,375.24
060374802011,2121.06,NA
060374802012,NA,NA
060374802013,1423.5800000000002,525.76
060374802021,1808.3600000000001,253.34
060374802022,2121.06,NA
060374802023,2121.06,NA
060374803021,1128.9,255.46
060374803022,1350.44,224.72
060374803023,1266.7,131.44
060374803031,1370.5800000000002,378.42
060374803032,1429.94,61.480000000000004
060374803041,1224.3,201.4
060374803042,1245.5,143.1
060374803043,1264.5800000000002,191.86
060374804001,2121.06,NA
060374804002,1259.28,104.94000000000001
060374804003,1310.16,190.8
060374805001,1598.48,467.46000000000004
060374805002,1691.76,316.94
060374805003,1982.2,448.38
060374805004,1613.3200000000002,390.08000000000004
060374806001,1485.0600000000002,94.34
060374806002,1419.3400000000001,188.68
060374806003,1503.0800000000002,196.10000000000002
060374806004,1454.3200000000002,61.480000000000004
060374806005,1075.9,416.58000000000004
060374806006,1375.88,1245.5
060374807021,2121.06,NA
060374807022,1516.8600000000001,139.92000000000002
060374807031,1545.48,251.22
060374807032,1608.02,308.46000000000004
060374807033,1480.8200000000002,67.84
060374807041,1404.5,164.3
060374807042,1492.48,127.2
060374808021,1135.26,449.44
060374808022,1220.0600000000002,320.12
060374808031,1126.78,774.86
060374808032,1111.94,235.32000000000002
060374808033,867.08,75.26
060374808034,1259.28,243.8
060374808041,1516.8600000000001,192.92000000000002
060374808042,1262.46,60.42
060374809011,1173.42,43.46
060374809012,1272,64.66
060374809021,1169.18,61.480000000000004
060374809022,1274.1200000000001,76.32000000000001
060374809031,1190.38,78.44
060374810011,1041.98,276.66
060374810012,1004.88,78.44
060374810013,1187.2,140.98000000000002
060374810021,1459.6200000000001,91.16000000000001
060374810022,1242.3200000000002,73.14
060374810023,1226.42,155.82000000000002
060374811011,1274.1200000000001,69.96000000000001
060374811012,1141.6200000000001,74.2
060374811021,1404.5,81.62
060374811022,1333.48,525.76
060374811023,1514.74,115.54
060374811031,1213.7,217.3
060374811032,870.26,969.9000000000001
060374811033,1384.3600000000001,172.78
060374811034,1202.04,1244.44
060374811035,1197.8,110.24000000000001
060374812011,1423.5800000000002,198.22
060374812012,1402.38,83.74000000000001
060374812013,1135.26,81.62
060374812021,1153.28,110.24000000000001
060374812022,1237.02,306.34000000000003
060374812023,1225.3600000000001,66.78
060374813001,1707.66,574.52
060374813002,1477.64,278.78000000000003
060374814011,1346.2,115.54
060374814012,1290.02,778.0400000000001
060374814013,1425.7,56.18
060374814021,929.62,894.6400000000001
060374814022,1278.3600000000001,179.14000000000001
060374814023,1312.28,712.32
060374814024,1545.48,949.76
060374814025,1288.96,268.18
060374814026,795,292.56
060374815001,1074.8400000000001,481.24
060374815002,NA,NA
060374815003,1474.46,308.46000000000004
060374815004,NA,NA
060374816031,1242.3200000000002,81.62
060374816032,1794.5800000000002,193.98000000000002
060374816041,1252.92,218.36
060374816042,1237.02,55.120000000000005
060374816051,1043.04,192.92000000000002
060374816052,1567.74,399.62
060374816053,1256.1000000000001,308.46000000000004
060374816061,1277.3,127.2
060374816062,1280.48,144.16
060374816063,1255.04,265
060374817111,1343.02,115.54
060374817112,1308.04,134.62
060374817121,1280.48,92.22
060374817122,1348.3200000000002,145.22
060374817131,1197.8,138.86
060374817132,1110.88,312.7
060374817141,1174.48,117.66000000000001
060374817142,1228.54,109.18
060374818001,NA,NA
060374818002,2121.06,NA
060374818003,1412.98,167.48000000000002
060374819011,1237.02,191.86
060374819012,1265.64,186.56
060374819013,1298.5,305.28000000000003
060374819014,1199.92,102.82000000000001
060374819021,1147.98,57.24
060374820011,923.26,330.72
060374820012,2121.06,NA
060374820021,1179.78,92.22
060374820022,1099.22,110.24000000000001
060374820023,1529.5800000000002,181.26000000000002
060374820024,2121.06,NA
060374821011,1542.3000000000002,178.08
060374821012,1252.92,184.44
060374821013,1227.48,129.32
060374821021,1056.8200000000002,133.56
060374821022,968.84,378.42
060374822011,1016.5400000000001,143.1
060374822012,1055.76,233.20000000000002
060374822013,1156.46,286.2
060374822021,1052.5800000000002,315.88
060374822022,1662.0800000000002,218.36
060374822023,1417.22,87.98
060374823011,1712.96,1170.24
060374823012,1082.26,728.22
060374823013,1322.88,259.7
060374823014,1220.0600000000002,237.44
060374823015,1511.5600000000002,267.12
060374823031,1206.28,259.7
060374823032,1269.88,84.80000000000001
060374823033,1252.92,86.92
060374823041,1107.7,93.28
060374823042,1138.44,173.84
060374824011,788.64,640.24
060374824012,1164.94,114.48
060374824013,1140.56,80.56
060374824021,1184.02,223.66000000000003
060374824022,1750.0600000000002,305.28000000000003
060374825021,1261.4,144.16
060374825022,1355.74,186.56
060374825031,1415.1000000000001,101.76
060374825032,1268.8200000000002,66.78
060374825211,1067.42,342.38
060374825212,1400.26,375.24
060374825213,1017.6,284.08000000000004
060374825221,1487.18,326.48
060374825222,2121.06,NA
060374825223,1472.3400000000001,64.66
060374826001,2121.06,NA
060374826002,843.76,1176.6000000000001
060374826003,1513.68,276.66
060374826004,NA,NA
060374827011,1777.6200000000001,132.5
060374827012,1304.8600000000001,431.42
060374827013,1418.28,64.66
060374827014,1319.7,178.08
060374827021,1147.98,558.62
060374827022,838.46,1266.7
060374828001,929.62,647.6600000000001
060374828002,1518.98,708.08
060374828003,1485.0600000000002,294.68
060375001001,2121.06,NA
060375001002,NA,NA
060375001003,NA,NA
060375002011,2121.06,NA
060375002012,2121.06,NA
060375002013,2121.06,NA
060375002021,NA,NA
060375002022,1003.82,486.54
060375002023,1359.98,170.66
060375002024,2121.06,NA
060375002025,NA,NA
060375003001,1656.78,315.88
060375004021,1280.48,384.78000000000003
060375004022,1166,351.92
060375004023,1170.24,269.24
060375004031,2121.06,NA
060375004032,2121.06,NA
060375004041,1343.02,484.42
060375004042,2121.06,NA
060375004043,1694.94,309.52000000000004
060375004044,2121.06,NA
060375005001,1420.4,225.78
060375006001,914.7800000000001,587.24
060375006002,1070.6000000000001,739.88
060375006003,NA,NA
060375006004,846.94,348.74
060375006005,817.26,90.10000000000001
060375007001,1247.6200000000001,125.08000000000001
060375007002,1379.0600000000002,451.56
060375007003,NA,NA
060375007004,1952.5200000000002,396.44
060375007005,1362.1000000000001,245.92000000000002
060375007006,1021.84,84.80000000000001
060375008001,1031.38,121.9
060375008002,728.22,97.52000000000001
060375008003,NA,NA
060375008004,1384.3600000000001,180.20000000000002
060375009001,1462.8000000000002,392.20000000000005
060375009002,NA,NA
060375009003,976.2600000000001,116.60000000000001
060375009004,1018.6600000000001,72.08
060375010011,NA,NA
060375010012,1405.5600000000002,151.58
060375010013,1422.52,135.68
060375010021,1823.2,82.68
060375010022,1615.44,1528.52
060375010023,NA,NA
060375010024,2121.06,NA
060375010025,764.26,42.400000000000006
060375012001,1435.24,257.58000000000004
060375012002,1590,220.48000000000002
060375013001,NA,NA
060375013002,1524.28,192.92000000000002
060375013003,1552.9,433.54
060375013004,1168.1200000000001,64.66
060375013005,778.0400000000001,1223.24
060375013006,NA,NA
060375014001,1368.46,127.2
060375014002,914.7800000000001,99.64
060375014003,1505.2,125.08000000000001
060375015011,1624.98,405.98
060375015031,1145.8600000000001,280.90000000000003
060375015032,1041.98,93.28
060375015033,1118.3,111.30000000000001
060375015034,1214.76,83.74000000000001
060375015041,920.08,144.16
060375015042,944.46,91.16000000000001
060375015043,1034.56,204.58
060375016001,821.5,166.42000000000002
060375016002,1170.24,75.26
060375016003,2121.06,NA
060375016004,NA,NA
060375016005,NA,NA
060375017001,678.4000000000001,2451.78
060375017002,1249.74,270.3
060375017003,1349.38,179.14000000000001
060375017004,1273.0600000000002,209.88000000000002
060375018021,1123.6000000000001,420.82
060375018022,1548.66,121.9
060375018023,1245.5,318
060375018031,1014.4200000000001,63.6
060375018032,1155.4,63.6
060375018041,919.0200000000001,48.760000000000005
060375018042,1243.38,205.64000000000001
060375019001,1511.5600000000002,400.68
060375019002,1689.64,584.0600000000001
060375019003,1267.76,204.58
060375019004,1800.94,421.88
060375020031,1442.66,380.54
060375020032,1038.8,205.64000000000001
060375020041,2121.06,NA
060375020042,1438.42,215.18
060375020051,NA,NA
060375020052,1187.2,186.56
060375020053,1123.6000000000001,197.16
060375021001,1433.1200000000001,94.34
060375021002,996.4000000000001,188.68
060375021003,1460.68,159
060375022001,1256.1000000000001,132.5
060375022002,1798.8200000000002,415.52000000000004
060375022003,1043.04,2412.56
060375022004,1505.2,1204.16
060375022005,1347.26,143.1
060375023011,1818.96,94.34
060375023012,964.6,373.12
060375023013,NA,NA
060375023014,2121.06,NA
060375023015,NA,NA
060375023021,1163.88,67.84
060375024011,497.14000000000004,1550.78
060375024012,1054.7,165.36
060375024013,1204.16,398.56
060375024021,NA,NA
060375024022,1457.5,439.90000000000003
060375024023,1934.5,591.48
060375025001,1166,147.34
060375025002,1086.5,368.88
060375026011,1755.3600000000001,107.06
060375026012,NA,NA
060375026013,2121.06,NA
060375026014,NA,NA
060375026015,1579.4,298.92
060375026021,1207.3400000000001,112.36
060375026022,950.82,573.46
060375026023,NA,NA
060375027001,1204.16,131.44
060375027002,808.7800000000001,595.72
060375027003,1506.26,191.86
060375027004,1967.3600000000001,721.86
060375027005,1507.3200000000002,203.52
060375028011,NA,NA
060375028012,1122.54,148.4
060375028013,1639.8200000000002,349.8
060375028014,1756.42,584.0600000000001
060375028015,NA,NA
060375028021,1064.24,496.08000000000004
060375028022,NA,NA
060375029011,1065.3,743.0600000000001
060375029012,1804.1200000000001,613.74
060375029013,1698.1200000000001,645.5400000000001
060375029021,1014.4200000000001,179.14000000000001
060375029022,1142.68,207.76000000000002
060375029023,779.1,221.54000000000002
060375030001,1192.5,466.40000000000003
060375030002,1136.3200000000002,164.3
060375030003,1531.7,187.62
060375031031,1182.96,66.78
060375031032,1686.46,369.94
060375031033,1673.74,1744.76
060375031034,1677.98,949.76
060375031041,1093.92,297.86
060375031042,1643,261.82
060375031051,1267.76,288.32
060375031052,1440.54,253.34
060375031061,2087.1400000000003,504.56
060375031062,1313.3400000000001,881.9200000000001
060375031063,1265.64,659.32
060375032011,1705.5400000000002,270.3
060375032012,NA,NA
060375032013,2121.06,NA
060375032021,570.28,1067.42
060375032022,2121.06,NA
060375032023,1031.38,200.34
060375033011,2121.06,NA
060375033012,NA,NA
060375033013,NA,NA
060375033014,NA,NA
060375033021,1911.18,301.04
060375033022,1207.3400000000001,29.68
060375033023,1229.6000000000001,596.7800000000001
060375034011,1575.16,1488.24
060375034012,2018.24,359.34000000000003
060375034013,1848.64,94.34
060375034014,1355.74,189.74
060375034015,1454.3200000000002,84.80000000000001
060375034021,2121.06,NA
060375034022,1561.38,276.66
060375034023,1924.96,250.16000000000003
060375035011,1927.0800000000002,411.28000000000003
060375035012,1221.1200000000001,131.44
060375035013,1363.16,113.42
060375035021,1916.48,497.14000000000004
060375035022,1918.6000000000001,337.08000000000004
060375035023,1070.6000000000001,190.8
060375035024,1911.18,183.38
060375036011,1155.4,219.42000000000002
060375036012,1715.0800000000002,291.5
060375036013,1708.72,570.28
060375036021,1344.0800000000002,802.4200000000001
060375036022,2121.06,NA
060375037011,1101.3400000000001,319.06
060375037012,1303.8,147.34
060375037021,1615.44,575.58
060375037022,1235.96,121.9
060375037031,845.88,288.32
060375037032,1040.92,802.4200000000001
060375037033,876.62,122.96000000000001
060375038011,2046.8600000000001,252.28
060375038012,1569.8600000000001,203.52
060375038013,2121.06,NA
060375038014,NA,NA
060375038021,2121.06,NA
060375038022,NA,NA
060375038023,1418.28,79.5
060375039011,1779.74,696.4200000000001
060375039012,2121.06,NA
060375039021,2121.06,NA
060375039022,NA,NA
060375039023,2121.06,NA
060375039024,1621.8000000000002,240.62
060375040011,1250.8,127.2
060375040012,2121.06,NA
060375040013,2121.06,NA
060375040021,2121.06,NA
060375040022,1904.8200000000002,666.74
060375040023,1382.24,231.08
060375040024,NA,NA
060375040025,2021.42,368.88
060375041011,1040.92,245.92000000000002
060375041012,1689.64,991.1
060375041013,2014,398.56
060375041021,NA,NA
060375300031,1622.8600000000001,576.64
060375300032,NA,NA
060375300041,NA,NA
060375300042,1125.72,76.32000000000001
060375300051,2121.06,NA
060375300052,922.2,59.36
060375300061,1402.38,69.96000000000001
060375300062,1341.96,132.5
060375301011,1035.6200000000001,47.7
060375301012,988.98,244.86
060375301013,1362.1000000000001,143.1
060375301014,1343.02,241.68
060375301021,1034.56,318
060375301022,1086.5,213.06
060375301023,1284.72,306.34000000000003
060375301024,318,67.84
060375302021,1639.8200000000002,286.2
060375302022,1306.98,910.5400000000001
060375302023,910.5400000000001,347.68
060375302031,1072.72,58.300000000000004
060375302032,NA,NA
060375302041,1055.76,338.14000000000004
060375302042,1410.8600000000001,74.2
060375303011,982.62,112.36
060375303012,803.48,632.82
060375303021,908.4200000000001,79.5
060375303022,995.34,151.58
060375303023,880.86,150.52
060375303024,1099.22,101.76
060375304001,349.8,185.5
060375304002,1456.44,78.44
060375305001,1007,401.74
060375305002,696.4200000000001,356.16
060375305003,894.6400000000001,389.02000000000004
060375305004,893.58,239.56
060375306011,1035.6200000000001,132.5
060375306012,1382.24,113.42
060375306021,1028.2,79.5
060375307001,1200.98,183.38
060375308011,1147.98,163.24
060375308012,790.76,397.5
060375308013,1019.72,82.68
060375308014,1013.36,233.20000000000002
060375308021,1083.3200000000002,205.64000000000001
060375308022,972.0200000000001,102.82000000000001
060375309011,1029.26,767.44
060375309012,1313.3400000000001,173.84
060375309013,796.0600000000001,68.9
060375309021,1230.66,81.62
060375309022,710.2,102.82000000000001
060375310001,1084.38,212
060375310002,1050.46,350.86
060375310003,1125.72,222.60000000000002
060375311011,1104.52,130.38
060375311012,954,157.94
060375311013,1013.36,235.32000000000002
060375311014,1072.72,429.3
060375311021,818.32,77.38000000000001
060375311022,1145.8600000000001,280.90000000000003
060375312011,1057.88,118.72
060375312012,891.46,89.04
060375312021,929.62,64.66
060375312022,1082.26,138.86
060375313011,1010.1800000000001,82.68
060375313012,1038.8,258.64
060375313013,833.1600000000001,268.18
060375313014,808.7800000000001,204.58
060375313021,1087.56,443.08000000000004
060375313022,923.26,160.06
060375313023,958.24,165.36
060375313024,1190.38,156.88
060375313025,1063.18,205.64000000000001
060375315021,1213.7,113.42
060375315022,902.0600000000001,165.36
060375315023,932.8000000000001,345.56
060375315024,992.1600000000001,129.32
060375315031,1151.16,298.92
060375315032,993.22,55.120000000000005
060375315041,1153.28,142.04000000000002
060375315042,976.2600000000001,85.86
060375316021,1351.5,201.4
060375316022,903.12,69.96000000000001
060375316023,973.08,93.28
060375316031,1022.9000000000001,135.68
060375316032,1341.96,223.66000000000003
060375316041,996.4000000000001,114.48
060375316042,950.82,189.74
060375317011,1219,163.24
060375317012,1149.04,189.74
060375317021,1619.68,636
060375317022,882.98,819.38
060375317023,905.24,40.28
060375317024,938.1,131.44
060375318001,937.0400000000001,100.7
060375318002,993.22,79.5
060375318003,905.24,516.22
060375319011,958.24,53
060375319012,984.74,117.66000000000001
060375319013,1071.66,319.06
060375319014,1288.96,821.5
060375319021,1060,178.08
060375319022,978.38,50.88
060375319023,1004.88,164.3
060375320011,937.0400000000001,167.48000000000002
060375320012,1149.04,228.96
060375320021,1205.22,271.36
060375320022,1150.1000000000001,100.7
060375321011,1305.92,179.14000000000001
060375321012,1181.9,69.96000000000001
060375321013,1088.6200000000001,100.7
060375321021,998.5200000000001,78.44
060375321022,1054.7,322.24
060375322001,1068.48,80.56
060375322002,1225.3600000000001,93.28
060375322003,1251.8600000000001,149.46
060375323021,1175.54,199.28
060375323022,879.8000000000001,145.22
060375323023,1041.98,691.12
060375323024,1352.5600000000002,920.08
060375323031,712.32,352.98
060375323032,942.34,183.38
060375323033,935.98,234.26000000000002
060375323041,863.9000000000001,250.16000000000003
060375323042,1056.8200000000002,535.3000000000001
060375324001,1020.7800000000001,273.48
060375325001,686.88,170.66
060375325002,1008.0600000000001,76.32000000000001
060375325003,997.46,46.64
060375326031,885.1,252.28
060375326032,1023.96,81.62
060375326033,932.8000000000001,114.48
060375326041,1057.88,231.08
060375326042,1106.64,95.4
060375326051,819.38,47.7
060375326052,1156.46,215.18
060375326053,933.86,164.3
060375326061,866.0200000000001,152.64000000000001
060375326062,926.44,42.400000000000006
060375326063,979.44,33.92
060375327001,793.94,482.3
060375327002,916.9000000000001,201.4
060375328001,1122.54,77.38000000000001
060375328002,806.6600000000001,58.300000000000004
060375329001,836.34,409.16
060375329002,1145.8600000000001,129.32
060375329003,859.6600000000001,65.72
060375329004,922.2,147.34
060375330011,944.46,79.5
060375330012,1021.84,383.72
060375330013,1089.68,177.02
060375330021,980.5,130.38
060375330022,959.3000000000001,131.44
060375331031,913.72,59.36
060375331032,996.4000000000001,125.08000000000001
060375331041,874.5,55.120000000000005
060375331042,902.0600000000001,73.14
060375331051,1028.2,85.86
060375331061,1050.46,144.16
060375331062,2121.06,NA
060375331071,1171.3,111.30000000000001
060375331072,920.08,62.540000000000006
060375332011,1040.92,110.24000000000001
060375332012,1010.1800000000001,184.44
060375332021,845.88,65.72
060375332022,1286.8400000000001,110.24000000000001
060375332031,975.2,64.66
060375332032,1053.64,180.20000000000002
060375333001,698.5400000000001,164.3
060375333002,1122.54,172.78
060375334011,948.7,294.68
060375334012,914.7800000000001,40.28
060375334013,1116.18,167.48000000000002
060375334021,977.32,91.16000000000001
060375334022,987.9200000000001,102.82000000000001
060375334031,1168.1200000000001,104.94000000000001
060375334032,980.5,99.64
060375335011,1160.7,115.54
060375335012,1089.68,295.74
060375335021,869.2,222.60000000000002
060375335022,598.9,826.8000000000001
060375335031,965.6600000000001,191.86
060375335032,1147.98,516.22
060375336011,1105.5800000000002,234.26000000000002
060375336012,1040.92,92.22
060375336013,1369.52,432.48
060375336021,1144.8,118.72
060375336022,1030.3200000000002,96.46000000000001
060375336023,1084.38,130.38
060375336031,1089.68,130.38
060375336032,924.32,93.28
060375336033,965.6600000000001,151.58
060375337011,1034.56,185.5
060375337012,1025.02,135.68
060375337021,1084.38,73.14
060375337022,1123.6000000000001,122.96000000000001
060375337031,1207.3400000000001,134.62
060375337032,1014.4200000000001,74.2
060375338031,1098.16,154.76000000000002
060375338032,1121.48,115.54
060375338033,1126.78,133.56
060375338034,995.34,106
060375338041,1090.74,103.88000000000001
060375338042,925.38,111.30000000000001
060375338051,1174.48,125.08000000000001
060375338052,1040.92,178.08
060375338053,1117.24,131.44
060375338061,1079.0800000000002,94.34
060375338062,895.7,227.9
060375339011,1185.0800000000002,147.34
060375339012,961.4200000000001,145.22
060375339013,1385.42,94.34
060375339014,988.98,117.66000000000001
060375339021,1184.02,118.72
060375339022,1202.04,220.48000000000002
060375340011,1104.52,137.8
060375340012,952.94,115.54
060375340013,1211.5800000000002,387.96000000000004
060375340021,1050.46,181.26000000000002
060375340022,1400.26,110.24000000000001
060375341011,1137.38,180.20000000000002
060375341012,1131.02,197.16
060375341013,1142.68,244.86
060375341021,1297.44,102.82000000000001
060375341022,1078.02,156.88
060375341023,973.08,160.06
060375341024,1058.94,159
060375342011,1065.3,99.64
060375342012,867.08,183.38
060375342021,1157.52,112.36
060375342022,1209.46,107.06
060375342023,1147.98,62.540000000000006
060375342031,1207.3400000000001,111.30000000000001
060375342032,1067.42,203.52
060375343011,1097.1000000000001,86.92
060375343012,1232.78,48.760000000000005
060375343021,1228.54,59.36
060375343022,1180.8400000000001,69.96000000000001
060375344031,1145.8600000000001,102.82000000000001
060375344041,1109.8200000000002,112.36
060375344042,1160.7,73.14
060375344051,1186.14,61.480000000000004
060375344052,1043.04,76.32000000000001
060375344061,1239.14,116.60000000000001
060375344062,1212.64,67.84
060375345011,904.1800000000001,343.44
060375345012,910.5400000000001,114.48
060375345013,1058.94,131.44
060375345021,1296.38,215.18
