fips
"6073007702"
"6001420500"
"6001422200"
"6001423500"
"6001423901"
"6001427800"
"6001440308"
"6001441100"
"6001441700"
"6001441923"
"6001442301"
"6001442302"
"6001442602"
"6001450607"
"6001450750"
"6001451602"
"6007000201"
"6013339002"
"6013340001"
"6013343001"
"6013349000"
"6013355115"
"6073017014"
"6037217001"
"6073006000"
"6037139600"
"6027000400"
"6029005004"
"6031001001"
"6037273402"
"6037216401"
"6037141400"
"6037216402"
"6037265700"
"6037139504"
"6037139401"
"6037139503"
"6037143603"
"6037139001"
"6037143500"
"6037124000"
"6073004300"
"6073008345"
"6075011100"
"6073004400"
"6085502202"
"6037124903"
"6037190100"
"6037125100"
"6037143300"
"6067001101"
"6073009802"
"6037190402"
"6073006100"
"6037128500"
"6073009202"
"6075011200"
"6037128801"
"6073006500"
"6075010300"
"6019005510"
"6085502910"
"6075040200"
"6085502901"
"6037278001"
"6037190301"
"6037124902"
"6075015500"
"6085502302"
"6037267300"
"6073009102"
"6037273200"
"6075042601"
"6085502701"
"6085500600"
"6075045100"
"6037269800"
"6075010800"
"6085502906"
"6037125200"
"6085502909"
"6037214502"
"6085512045"
"6075015600"
"6073017035"
"6075010100"
"6037214501"
"6037300600"
"6037301204"
"6037301502"
"6037301602"
"6037301701"
"6037310501"
"6037310601"
"6037310701"
"6037310702"
"6037310703"
"6037311801"
"6037400302"
"6037401101"
"6037401102"
"6037401312"
"6037403802"
"6037408003"
"6037408006"
"6037431002"
"6037431900"
"6037461100"
"6037461300"
"6037461400"
"6037462400"
"6037462700"
"6037462800"
"6037463101"
"6037463200"
"6037480011"
"6037480012"
"6037480302"
"6037481002"
"6037481202"
"6037481604"
"6037482101"
"6037501600"
"6037543000"
"6037543802"
"6037543903"
"6037554802"
"6037554900"
"6037576802"
"6037650003"
"6037650300"
"6037650604"
"6037651102"
"6037651221"
"6037700102"
"6037700502"
"6037700802"
"6037701702"
"6037701801"
"6037701802"
"6037920312"
"6041119201"
"6047001004"
"6047001402"
"6053012700"
"6053013000"
"6053013900"
"6053014500"
"6059001102"
"6059001503"
"6059001504"
"6059001506"
"6059011000"
"6059011403"
"6059021802"
"6059021826"
"6059021913"
"6059021922"
"6059032013"
"6059032014"
"6059032022"
"6059042313"
"6059042330"
"6059052418"
"6059052425"
"6059052521"
"6059052525"
"6059062637"
"6059062649"
"6059063004"
"6059063101"
"6059063904"
"6059063906"
"6059075504"
"6059075507"
"6059075515"
"6059075807"
"6059075812"
"6059075816"
"6059099212"
"6059099229"
"6059099234"
"6059099235"
"6059099241"
"6059099251"
"6059099309"
"6059099402"
"6059099406"
"6059099410"
"6059099411"
"6059099412"
"6059099413"
"6059099905"
"6059110014"
"6059110104"
"6059110110"
"6059110116"
"6061020300"
"6061020711"
"6061021037"
"6061021046"
"6061021130"
"6061022600"
"6065030200"
"6065041809"
"6065043216"
"6065044930"
"6065046601"
"6037272301"
"6073009301"
"6037267600"
"6085500400"
"6067005904"
"6073008901"
"6067002100"
"6067007601"
"6067008009"
"6067009619"
"6071001104"
"6071002023"
"6071002027"
"6085506301"
"6037275603"
"6067002000"
"6085506401"
"6085512035"
"6037270100"
"6075030301"
"6085506202"
"6019005607"
"6075045200"
"6073008701"
"6019003104"
"6075047702"
"6067007018"
"6085512033"
"6073011100"
"6073013310"
"6073014902"
"6075047701"
"6075047600"
"6073017048"
"6073017502"
"6073017701"
"6037187101"
"6037269903"
"6085512024"
"6075047801"
"6037195803"
"6019004901"
"6037267700"
"6085506601"
"6001403600"
"6037191000"
"6075042700"
"6085501900"
"6085506605"
"6067007015"
"6085502201"
"6075015801"
"6037271200"
"6075033100"
"6037269905"
"6037269907"
"6075032700"
"6037190510"
"6037269602"
"6075032601"
"6037111301"
"6037271702"
"6037211500"
"6075047802"
"6037183222"
"6077003106"
"6077003108"
"6077003111"
"6077003112"
"6077005124"
"6081603801"
"6081605500"
"6081605900"
"6081606100"
"6081606300"
"6081606600"
"6081607500"
"6081607600"
"6081608001"
"6081608600"
"6081612500"
"6083000102"
"6083002930"
"6083003001"
"6085506305"
"6037272302"
"6085506304"
"6075032602"
"6073008352"
"6075011700"
"6075032801"
"6073008359"
"6067004010"
"6075035300"
"6075032901"
"6037211701"
"6037181400"
"6075032802"
"6085506204"
"6037183402"
"6085504422"
"6085505007"
"6085505402"
"6085505403"
"6085505500"
"6085505900"
"6085506101"
"6037212702"
"6075031201"
"6085507905"
"6037276100"
"6085504320"
"6037212800"
"6085504315"
"6085506203"
"6037186201"
"6085506606"
"6085506702"
"6085504410"
"6085508004"
"6085508304"
"6085508504"
"6085508507"
"6085508508"
"6085508601"
"6085508800"
"6085509106"
"6085509107"
"6085509108"
"6085509202"
"6085509303"
"6085509401"
"6085509500"
"6085510700"
"6085503325"
"6085504323"
"6037201110"
"6037201120"
"6089010200"
"6089010500"
"6089011300"
"6099000807"
"6099003605"
"6099003904"
"6107003602"
"6111001201"
"6111001402"
"6111001601"
"6111005403"
"6111005502"
"6111006900"
"6111007100"
